Timestamp_ms,Voltage_mV,Current_mA,Power_mW
66768,1356.25,-5.00,10.00
66869,1367.50,-2.50,0.00
66970,1396.25,-3.75,0.00
67071,1411.25,-2.50,0.00
67172,1418.75,-2.50,0.00
67273,1425.00,-2.50,0.00
67374,1856.25,-3.75,0.00
67475,2392.50,-3.75,10.00
67576,2206.25,-2.50,10.00
67677,2640.00,-2.50,10.00
67778,2725.00,-2.50,0.00
67879,2410.00,-1.25,0.00
67980,2596.25,-2.50,0.00
68081,2120.00,-2.50,0.00
68182,1528.75,-1.25,0.00
68283,1335.00,-2.50,0.00
68384,1336.25,-3.75,0.00
68485,1336.25,-3.75,0.00
68586,1355.00,-1.25,0.00
68687,1382.50,-2.50,0.00
68788,1371.25,-3.75,0.00
68889,1387.50,-2.50,0.00
68990,1413.75,-3.75,0.00
69091,1517.50,-2.50,0.00
69192,1441.25,-3.75,10.00
69293,1902.50,-2.50,10.00
69394,2441.25,-5.00,0.00
69495,1588.75,14932.50,23720.00
69596,1323.75,10692.50,13430.00
69697,1310.00,8457.50,11100.00
69798,926.25,7133.75,6570.00
69899,387.50,5798.75,2250.00
70000,562.50,5175.00,420.00
70101,33.75,4562.50,170.00
70202,0.00,4396.25,770.00
70303,0.00,4328.75,630.00
70404,0.00,3948.75,380.00
70505,0.00,3978.75,330.00
70606,0.00,3966.25,420.00
70707,0.00,4012.50,400.00
70808,0.00,3605.00,140.00
70909,0.00,3830.00,200.00
71010,61.25,4122.50,260.00
71111,660.00,3722.50,2460.00
71212,421.25,3941.25,4350.00
71313,990.00,3662.50,3610.00
71414,1221.25,3848.75,4700.00
71515,1207.50,3728.75,4510.00
71616,1182.50,3846.25,2620.00
71717,802.50,4068.75,3100.00
71818,266.25,3765.00,1000.00
71919,0.00,3782.50,600.00
72020,0.00,3828.75,470.00
72121,0.00,3963.75,640.00
72222,0.00,3550.00,470.00
72323,0.00,3888.75,350.00
72424,0.00,3746.25,380.00
72525,0.00,3726.25,330.00
72626,0.00,3732.50,260.00
72727,0.00,3771.25,270.00
72828,0.00,3846.25,1410.00
72929,165.00,3750.00,610.00
73030,735.00,3752.50,2750.00
73131,543.75,3680.00,4200.00
73232,1046.25,3767.50,4630.00
73333,1233.75,3862.50,4470.00
73434,1067.50,3863.75,4120.00
73535,1180.00,3732.50,2100.00
73636,773.75,3927.50,170.00
73737,168.75,3738.75,610.00
73838,0.00,3590.00,590.00
73939,0.00,3882.50,720.00
74040,0.00,3896.25,560.00
74141,0.00,3847.50,550.00
74242,0.00,3823.75,420.00
74343,0.00,3788.75,320.00
74444,0.00,3911.25,330.00
74545,0.00,3797.50,150.00
74646,0.00,3820.00,130.00
74747,1466.25,-7011.25,13430.00
74848,1633.75,-3866.25,9270.00
74949,2215.00,-1507.50,3900.00
75050,2630.00,-707.50,1860.00
75151,2542.50,-26.25,80.00
75252,2716.25,-3.75,10.00
75353,2565.00,-3.75,10.00
75454,2098.75,-2.50,0.00
75555,2275.00,-2.50,0.00
75656,1692.50,-2.50,0.00
75757,1323.75,-3.75,0.00
75858,1340.00,-3.75,0.00
75959,1336.25,-2.50,0.00
76060,1347.50,-3.75,0.00
76161,1365.00,-2.50,10.00
76262,1366.25,-2.50,0.00
76363,1392.50,-2.50,0.00
76464,1418.75,-3.75,0.00
76565,1426.25,-1.25,0.00
76666,1858.75,-2.50,0.00
76767,1635.00,-2.50,0.00
76868,2207.50,-3.75,10.00
76969,2613.75,-3.75,0.00
77070,2740.00,-2.50,10.00
77171,2730.00,-3.75,10.00
77272,2596.25,-2.50,0.00
77373,2141.25,-3.75,0.00
77474,1551.25,-2.50,0.00
77575,1738.75,-5.00,10.00
77676,1332.50,-2.50,0.00
77777,1327.50,-3.75,0.00
77878,1347.50,-2.50,0.00
77979,1343.75,-2.50,0.00
78080,1362.50,-2.50,0.00
78181,1391.25,-2.50,0.00
78282,1415.00,-2.50,0.00
78383,1395.00,-2.50,0.00
78484,1431.25,-2.50,0.00
78585,1812.50,-3.75,10.00
78686,2332.50,0.00,0.00
78787,2160.00,-1.25,0.00
78888,2587.50,-2.50,10.00
78989,2733.75,-1.25,10.00
79090,2477.50,-3.75,10.00
79191,2638.75,-1.25,0.00
79292,2196.25,-1.25,0.00
79393,1601.25,-3.75,10.00
79494,1318.75,-2.50,0.00
79595,1901.25,-5.00,10.00
79696,2008.75,-6.25,10.00
79797,2098.75,-2.50,10.00
79898,2152.50,-2.50,0.00
79999,2140.00,-2.50,0.00
80100,2187.50,-2.50,0.00
80201,2237.50,-3.75,10.00
80302,2266.25,-3.75,10.00
80403,2246.25,2.50,10.00
80504,2570.00,0.00,0.00
80605,3052.50,0.00,10.00
80706,3313.75,-3.75,10.00
80807,3258.75,-3.75,10.00
