Timestamp_ms,Voltage_mV,Current_mA,Power_mW
24045,1027.50,-2408.75,2620.00
24146,1072.50,-2457.50,2790.00
24247,1140.00,-2581.25,2910.00
24348,1148.75,-2268.75,2610.00
24449,1128.75,-2608.75,4210.00
24550,1420.00,-2633.75,5410.00
24651,1951.25,-2272.50,4990.00
24752,2256.25,-2612.50,5900.00
24853,2207.50,-2632.50,5790.00
24954,2241.25,-2610.00,4440.00
25055,1880.00,-2265.00,4570.00
25156,1303.75,-2378.75,3100.00
25257,1467.50,-2378.75,2020.00
25358,908.75,-2642.50,2280.00
25459,832.50,-1951.25,1550.00
25560,890.00,-1888.75,1680.00
25661,853.75,-1637.50,1520.00
25762,901.25,-1367.50,1340.00
25863,961.25,-1367.50,1220.00
25964,1035.00,-1435.00,1480.00
26065,1033.75,-907.50,1040.00
26166,1108.75,-1216.25,2100.00
26267,1581.25,-1362.50,2340.00
26368,2075.00,-1381.25,2870.00
26469,1967.50,-1518.75,3390.00
26570,2228.75,-1338.75,2700.00
26671,2128.75,-1488.75,3620.00
26772,1653.75,-1616.25,2680.00
26873,1766.25,-1527.50,1590.00
26974,1167.50,-1878.75,1500.00
27075,847.50,-1778.75,1450.00
27176,953.75,-1917.50,1830.00
27277,936.25,-1848.75,1820.00
27378,1011.25,-1705.00,1790.00
27479,1085.00,-2161.25,2020.00
27580,1056.25,-1661.25,1750.00
27681,1085.00,-1890.00,2210.00
27782,1135.00,-1948.75,2940.00
27883,1282.50,-1518.75,2250.00
27984,1883.75,-1950.00,3670.00
28085,1753.75,-1605.00,3600.00
28186,2203.75,-1880.00,4200.00
28287,2238.75,-1657.50,3170.00
28388,1918.75,-1797.50,3440.00
28489,2075.00,-1818.75,2410.00
28590,1522.50,-1625.00,1410.00
28691,948.75,-1846.25,1520.00
28792,902.50,-1766.25,1600.00
28893,837.50,-1636.25,1590.00
28994,941.25,-2050.00,2110.00
29095,1106.25,-2031.25,2500.00
29196,1047.50,-1560.00,1640.00
29297,1006.25,-1296.25,1430.00
29398,1072.50,-1273.75,1500.00
29499,1118.75,-1236.25,1270.00
29600,1576.25,-971.25,1540.00
29701,1432.50,-1095.00,2270.00
29802,1982.50,-1353.75,3060.00
29903,2252.50,-1416.25,2970.00
30004,2175.00,-1485.00,3230.00
30105,2225.00,-1165.00,1890.00
30206,1797.50,-1671.25,1730.00
30307,1160.00,-1421.25,1650.00
30408,930.00,-3241.25,3010.00
30509,1015.00,-3553.75,3610.00
30610,978.75,-3648.75,3930.00
30711,1142.50,-4811.25,4310.00
30812,1151.25,-3440.00,3960.00
30913,1250.00,-4647.50,5810.00
31014,1225.00,-3430.00,4340.00
31115,1285.00,-3752.50,5200.00
31216,1367.50,-3611.25,4940.00
31317,1990.00,-3121.25,6210.00
31418,1881.25,-3057.50,7100.00
31519,2286.25,-2801.25,5930.00
31620,2306.25,-2897.50,6680.00
31721,1992.50,-2861.25,5700.00
31822,2175.00,-2983.75,4190.00
31923,1530.00,-3227.50,4650.00
32024,1015.00,-3670.00,3720.00
32125,1020.00,-3840.00,3920.00
32226,978.75,-3987.50,4360.00
32327,1086.25,-3605.00,4070.00
32428,1181.25,-3491.25,4120.00
32529,1216.25,-3387.50,4120.00
32630,1207.50,-3052.50,3830.00
32731,1243.75,-3185.00,3670.00
32832,1248.75,-3052.50,3810.00
32933,1778.75,-3192.50,5680.00
33034,1570.00,-3196.25,7190.00
33135,2155.00,-2962.50,6620.00
33236,2365.00,-3195.00,7550.00
33337,2271.25,-3173.75,7210.00
33438,2347.50,-3537.50,6130.00
33539,1932.50,-3541.25,6940.00
33640,1275.00,-3602.50,4600.00
33741,957.50,-3935.00,3760.00
33842,1005.00,-4018.75,4210.00
33943,1045.00,-3628.75,4040.00
34044,1093.75,-3827.50,4380.00
34145,1192.50,-4625.00,5520.00
34246,1161.25,-4501.25,5540.00
34347,1211.25,-4158.75,4970.00
34448,1290.00,-4532.50,5630.00
34549,1395.00,-4467.50,6230.00
34650,1313.75,-4507.50,9010.00
34751,1818.75,-4348.75,8140.00
34852,2290.00,-4423.75,9780.00
34953,2415.00,-4362.50,10530.00
35054,2406.25,-4115.00,8770.00
35155,2265.00,-3610.00,8820.00
35256,1731.25,-4260.00,7530.00
35357,1112.50,-3972.50,4420.00
35458,1225.00,-3801.25,3670.00
35559,218.75,-4408.75,970.00
35660,0.00,-4268.75,650.00
35761,0.00,-4512.50,510.00
35862,0.00,-4253.75,400.00
35963,0.00,-4031.25,520.00
36064,0.00,-4267.50,290.00
36165,0.00,-4185.00,200.00
36266,0.00,-3917.50,860.00
36367,52.50,-4136.25,230.00
36468,691.25,-4065.00,2850.00
36569,1138.75,-4082.50,4650.00
36670,1047.50,-4255.00,5220.00
36771,1197.50,-3995.00,5090.00
36872,1026.25,-4322.50,4160.00
36973,488.75,-4155.00,2040.00
37074,648.75,-4136.25,350.00
37175,35.00,-4240.00,140.00
37276,0.00,-4152.50,790.00
37377,0.00,-4005.00,550.00
37478,0.00,-4377.50,520.00
37579,0.00,-4086.25,550.00
37680,0.00,-4207.50,600.00
37781,0.00,-4020.00,270.00
37882,0.00,-4317.50,370.00
37983,0.00,-4050.00,450.00
38084,85.00,-3765.00,360.00
38185,783.75,-4197.50,3290.00
38286,607.50,-4246.25,4930.00
38387,1095.00,-4181.25,4340.00
38488,1222.50,-3971.25,5040.00
38589,951.25,-4091.25,3890.00
38690,1102.50,-4533.75,1790.00
38791,598.75,-4157.50,2520.00
38892,0.00,-4057.50,80.00
38993,0.00,-4016.25,790.00
39094,0.00,-4151.25,630.00
39195,0.00,-4092.50,700.00
39296,0.00,-4221.25,490.00
39397,0.00,-4105.00,330.00
39498,0.00,-4115.00,320.00
39599,0.00,-4323.75,420.00
39700,0.00,-4328.75,380.00
39801,263.75,-4150.00,1100.00
39902,105.00,-4162.50,3550.00
40003,700.00,-3888.75,2880.00
40104,1131.25,-3931.25,4470.00
40205,1190.00,-4002.50,4760.00
40306,1243.75,-4011.25,3370.00
40407,1237.50,-2096.25,2610.00
40508,1146.25,-681.25,760.00
40609,621.25,-798.75,500.00
40710,1747.50,6481.25,9790.00
40811,1392.50,3236.25,4470.00
40912,1422.50,1623.75,2230.00
41013,1428.75,605.00,870.00
41114,1457.50,-100.00,150.00
41215,1447.50,-2.50,0.00
41316,1472.50,-2.50,0.00
41417,1482.50,-2.50,0.00
41518,1463.75,-2.50,0.00
41619,1780.00,-3.75,10.00
41720,2348.75,-3.75,0.00
41821,2733.75,-2.50,10.00
41922,2678.75,-2.50,10.00
42023,2798.75,-3.75,10.00
42124,2485.00,-3.75,0.00
42225,1946.25,-2.50,0.00
42326,2130.00,-1.25,0.00
42427,1540.00,-5.00,10.00
42528,1425.00,-2.50,0.00
42629,2152.50,-5.00,10.00
42730,2120.00,-2.50,0.00
42831,2230.00,-1.25,10.00
42932,2282.50,-1.25,10.00
43033,2298.75,-1.25,0.00
43134,2303.75,-1.25,0.00
43235,0.00,-3.75,0.00
43336,1525.00,13137.50,20120.00
43437,2218.75,9905.00,21980.00
43538,2131.25,7958.75,20110.00
43639,2510.00,6612.50,16040.00
43740,2610.00,5918.75,15320.00
43841,2737.50,-1052.50,2880.00
43942,3088.75,-678.75,1600.00
44043,2568.75,-578.75,1220.00
44144,0.00,-2.50,0.00
44245,1130.00,9435.00,10660.00
44346,1163.75,7493.75,9180.00
44447,1265.00,6401.25,8470.00
44548,1257.50,5396.25,6690.00
44649,1318.75,5262.50,6940.00
44750,1327.50,4887.50,6410.00
44851,1342.50,4673.75,6490.00
44952,1363.75,4508.75,5580.00
45053,1881.25,4795.00,9020.00
45154,1627.50,4442.50,10610.00
45255,7063.75,1601.25,11560.00
45356,6597.50,1222.50,9280.00
45457,6045.00,1033.75,6250.00
45558,5787.50,1222.50,6430.00
45659,4917.50,890.00,5130.00
45760,4102.50,760.00,3140.00
45861,3457.50,565.00,1960.00
45962,3162.50,526.25,1790.00
46063,3125.00,705.00,2050.00
46164,2590.00,373.75,770.00
46265,3186.25,1431.25,4560.00
46366,3030.00,1666.25,5290.00
46467,3311.25,1705.00,6850.00
46568,3452.50,1951.25,6760.00
46669,3341.25,2565.00,8580.00
46770,3566.25,2197.50,8010.00
46871,3473.75,2591.25,8950.00
46972,3470.00,2482.50,8610.00
47073,3416.25,2578.75,8810.00
47174,3806.25,2726.25,9810.00
47275,3755.00,2910.00,11340.00
47376,3886.25,2900.00,11260.00
47477,3616.25,2636.25,9540.00
47578,3801.25,2848.75,10690.00
47679,4057.50,2893.75,11970.00
47780,3961.25,2851.25,11290.00
47881,4762.50,3743.75,17830.00
47982,5032.50,4511.25,22580.00
48083,5242.50,4316.25,23490.00
48184,5315.00,4201.25,22340.00
48285,5228.75,3296.25,17450.00
48386,6187.50,5823.75,35970.00
48487,6228.75,5463.75,34460.00
48588,1750.00,5646.25,9880.00
48689,1552.50,5387.50,12570.00
48790,2200.00,5005.00,12990.00
48891,2610.00,4576.25,12240.00
48992,2598.75,4746.25,12340.00
49093,2595.00,4542.50,10020.00
49194,2398.75,4385.00,7190.00
49295,1907.50,4290.00,8640.00
49396,1306.25,4508.75,5890.00
49497,1441.25,4446.25,5660.00
49598,1201.25,4233.75,5440.00
49699,1220.00,4416.25,5120.00
49800,1243.75,4305.00,5350.00
49901,1237.50,4250.00,5470.00
50002,1248.75,4460.00,6090.00
50103,1316.25,4257.50,5730.00
50204,1370.00,4213.75,5770.00
50305,1323.75,4288.75,7400.00
50406,1552.50,4125.00,9630.00
50507,2117.50,4211.25,9140.00
50608,2508.75,4442.50,11150.00
50709,2370.00,4462.50,11600.00
50810,2545.00,4523.75,10370.00
50911,2470.00,4096.25,10920.00
51012,1942.50,4223.75,8200.00
51113,2132.50,4045.00,5560.00
51214,1523.75,4150.00,5240.00
51315,1231.25,4545.00,5520.00
51416,1218.75,4252.50,5180.00
51517,1276.25,4197.50,5180.00
51618,1250.00,4276.25,5560.00
51719,1287.50,3937.50,5770.00
51820,1300.00,4205.00,5470.00
51921,1296.25,4325.00,5990.00
52022,1292.50,4188.75,6840.00
52123,1485.00,4451.25,6410.00
52224,2010.00,4002.50,8050.00
52325,1917.50,4375.00,10780.00
52426,2342.50,4258.75,11330.00
52527,2620.00,4081.25,11610.00
52628,2535.00,4077.50,10340.00
52729,2628.75,4233.75,8640.00
52830,6338.75,3037.50,18710.00
52931,5941.25,1888.75,12100.00
53032,5987.50,2463.75,14750.00
53133,5630.00,2073.75,12020.00
53234,5516.25,2145.00,12390.00
53335,5567.50,2352.50,12790.00
53436,5185.00,2066.25,10710.00
53537,5331.25,2437.50,13570.00
53638,5331.25,1867.50,9500.00
53739,5220.00,2365.00,13180.00
53840,5211.25,2223.75,11580.00
53941,5055.00,2537.50,14130.00
54042,5277.50,2276.25,13200.00
54143,5156.25,2285.00,14110.00
54244,5390.00,2852.50,15370.00
54345,5663.75,2267.50,12620.00
54446,5495.00,2550.00,12200.00
54547,4803.75,1885.00,12150.00
54648,4457.50,2211.25,9860.00
54749,4482.50,1988.75,8240.00
54850,4288.75,2136.25,9680.00
54951,4165.00,2322.50,8950.00
55052,4418.75,2351.25,10390.00
55153,4215.00,2058.75,8700.00
55254,4008.75,1983.75,8180.00
55355,3922.50,1717.50,7500.00
55456,4003.75,1610.00,6450.00
55557,3677.50,1643.75,6040.00
55658,3437.50,1563.75,6390.00
55759,3671.25,1480.00,5680.00
55860,3817.50,1591.25,6080.00
55961,3460.00,1566.25,6040.00
56062,3673.75,827.50,2820.00
56163,3353.75,867.50,3280.00
56264,2488.75,395.00,990.00
56365,2467.50,372.50,630.00
56466,1651.25,181.25,240.00
56567,1096.25,348.75,40.00
56668,1193.75,251.25,290.00
56769,781.25,42.50,50.00
56870,578.75,25.00,10.00
56971,482.50,28.75,40.00
57072,2265.00,-1.25,0.00
57173,2242.50,-5.00,10.00
57274,2298.75,-2.50,0.00
57375,2340.00,2.50,0.00
57476,2556.25,-3.75,10.00
57577,2401.25,-6.25,30.00
57678,2945.00,-5.00,10.00
57779,3342.50,-1.25,0.00
57880,3358.75,1.25,0.00
57981,3396.25,-5.00,10.00
58082,3192.50,3.75,10.00
58183,2701.25,-2.50,10.00
58284,2123.75,0.00,0.00
58385,2286.25,-3.75,10.00
58486,2000.00,-3.75,10.00
58587,2120.00,-6.25,10.00
58688,2202.50,-3.75,10.00
58789,2187.50,-5.00,10.00
58890,2257.50,-2.50,0.00
58991,2291.25,-2.50,10.00
59092,2321.25,0.00,0.00
59193,2300.00,-1.25,0.00
59294,2381.25,1.25,0.00
59395,2927.50,-1.25,0.00
59496,3323.75,-1.25,0.00
59597,3210.00,0.00,0.00
59698,3388.75,-2.50,10.00
59799,3213.75,2.50,0.00
