timestamp_us,steer_us,throttle_us,speed_mps
1080035806,1500,1500,0.0000
1081035841,1500,1500,0.0000
1082035886,1500,1500,0.0000
1083035927,1500,1500,0.0000
1084035966,1500,1500,0.0000
1085036002,1500,1500,0.0000
1086036040,1500,1500,0.0000
1087036080,1500,1500,0.0000
1088036120,1500,1500,0.0000
1089036156,1500,1500,0.0000
1090036194,1500,1500,0.0000
1091036232,1500,1500,0.0000
1092036265,1500,1500,0.0000
1093036302,1500,1500,0.0000
1094036345,1500,1500,0.0000
1095036381,1500,1500,0.0000
1096036419,1638,1500,0.0000
1097036458,1638,1500,0.0000
1098036495,1638,1500,0.0000
1098364075,2000,1500,0.0002
1098373837,2000,1500,13.9455
1098381611,2000,1500,17.5117
1098406319,2000,1500,5.5098
1098481288,2000,1500,1.8159
1098497829,2000,1500,8.2302
1098509282,2000,1500,11.8865
1098545209,2000,1500,3.7892
1098561262,2000,1500,8.4804
1098806009,2000,1500,0.0000
1099036535,2000,1500,0.0000
1100036612,2000,1500,0.0000
1101036665,2000,1500,0.0000
1102036705,2000,1500,0.0000
1102375301,1183,1500,0.0357
1102387066,1183,1500,11.5712
1102492453,1183,1500,1.2918
1102706149,1183,1500,0.6371
1102712188,1183,1500,22.5428
1102956449,1183,1500,0.0000
1103036747,1183,1500,0.0000
1104036803,1183,1500,0.0000
1105036851,1183,1500,0.0000
1105271563,1275,1500,0.0532
1105284228,1275,1500,10.7490
1105287418,1275,1500,42.6758
1105291417,1275,1500,34.0424
1105506727,1275,1500,0.0000
1106036895,1275,1500,0.0000
1107036960,1275,1500,0.0000
1107361195,1638,1500,0.0658
1107366742,1638,1500,24.5422
1107370576,1638,1500,35.5075
1107394115,1638,1500,5.7834
1107546222,1638,1500,0.8950
1107756992,1638,1500,0.0000
1108037009,1638,1500,0.0000
1109037075,1638,1500,0.0000
1109867216,1042,1500,0.0587
1109888073,1042,1500,6.5271
1109891072,1042,1500,45.3937
1109914417,1042,1500,5.8315
1109932764,1042,1500,7.4201
1109952168,1042,1500,7.0159
1109980037,1042,1500,4.8848
1110024768,1042,1500,3.0434
1110037131,1042,1500,3.0434
1110090948,1042,1500,2.0571
1110101542,1042,1500,12.8503
1110122321,1042,1500,6.5516
1110125202,1042,1500,47.2529
1110357336,1042,1500,0.0000
1111037270,1042,1500,0.0000
1112037345,1042,1500,0.0000
1113006701,1538,1500,0.0472
1113037398,1538,1500,0.0472
1113174510,1538,1500,0.8113
1113177372,1538,1500,47.5666
1113197322,1538,1500,6.8238
1113407672,1538,1500,0.0000
1114037566,1538,1500,0.0000
1115037641,1538,1500,0.0000
1116037694,1538,1500,0.0000
1117037734,1538,1500,0.0000
1118037771,1538,1500,0.0000
1119037810,1500,1500,0.0000
1120037855,1500,1500,0.0000
1121037894,1500,1500,0.0000
1122037926,1500,1500,0.0000
1123037963,1500,1500,0.0000
1124037998,1500,1500,0.0000
1125038038,1500,1500,0.0000
1126038073,1500,1500,0.0000
1127038108,1500,1500,0.0000
1128038145,1500,1500,0.0000
1129038181,1500,1500,0.0000
1129191968,1500,2000,0.0085
1129217459,1500,2000,5.3405
1129235400,1500,2000,7.5880
1129250952,1500,2000,8.7536
1129264122,1500,2000,10.3368
1129276584,1500,2000,10.9241
1129287658,1500,2000,12.2933
1129298422,1500,2000,12.6473
1129308373,1500,2000,13.6806
1129318154,1500,2000,13.9184
1129327205,1500,2000,15.0410
1129336281,1500,2000,14.9995
1129344729,1500,2000,16.1145
1129353248,1500,2000,15.9802
1129361290,1500,2000,16.9281
1129369420,1500,2000,16.7449
1129377009,1500,2000,17.9386
1129384773,1500,2000,17.5342
1129392034,1500,2000,18.7489
1129399534,1500,2000,18.1514
1129406607,1500,2000,19.2472
1129413831,1500,2000,18.8449
1129420689,1500,2000,19.8506
1129427764,1500,2000,19.2418
1129434402,1500,2000,20.5085
1129441212,1500,2000,19.9906
1129447689,1500,2000,21.0183
1129454421,1500,2000,20.2222
1129460746,1500,2000,21.5234
1129467275,1500,2000,20.8509
1129473438,1500,2000,22.0892
1129479874,1500,2000,21.1522
1129486015,1500,2000,22.1683
1129492361,1500,2000,21.4522
1129498307,1500,2000,22.8953
1129504535,1500,2000,21.8587
1129510425,1500,2000,23.1130
1129516553,1500,2000,22.2154
1129522322,1500,2000,23.5978
1129528338,1500,2000,22.6289
1129534082,1500,2000,23.7005
1129540062,1500,2000,22.7652
1129545712,1500,2000,24.0948
1129551621,1500,2000,23.0387
1129557215,1500,2000,24.3360
1129563023,1500,2000,23.4393
1129568518,1500,2000,24.7745
1129574286,1500,2000,23.6019
1129579786,1500,2000,24.7519
1129585507,1500,2000,23.7958
1129590900,1500,2000,25.2430
1129596569,1500,2000,24.0141
1129601928,1500,2000,25.4032
