time_us,steer_ms,throttle_ms,speed_mps,setpoint_mps,error,kalman0,kalman1,kalman2,kalman3
6702025,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6802034,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6902059,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7002071,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7102092,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7202109,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7302120,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7402150,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7502161,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7602175,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7702197,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7802213,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
7902231,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8002240,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8102264,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8202280,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8302297,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8402313,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8502326,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8602345,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8702362,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8802381,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
8902393,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9002411,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9102429,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9202448,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9302459,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9402478,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9502494,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9602519,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9702539,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9802553,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
9902580,1500, 1500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
10002600,1500, 2000, 0.0000, 10.0000, 10.0000, 0.0000, 0.0000, 0.0000, 0.0000
10068378,1500, 2000, 0.0135, 10.0000, 9.8639, 0.0000, 0.0000, 0.0000, 0.0000
10084156,1500, 2000, 8.5405, 10.0000, 9.7277, 0.0000, 0.0000, 0.0000, 0.0000
10096810,1500, 2000, 10.7430, 10.0000, 9.5916, 0.0000, 0.0000, 0.0000, 0.0000
10107061,1500, 2000, 13.5122, 10.0000, 9.4555, 0.0000, 0.0000, 0.0000, 0.0000
10116477,1500, 2000, 14.2193, 10.0000, 9.3193, 0.0000, 0.0000, 0.0000, 0.0000
10124778,1500, 2000, 16.3664, 10.0000, 9.1832, 0.0000, 0.0000, 0.0000, 0.0000
10132962,1500, 2000, 16.6222, 10.0000, 9.0471, 0.0000, 0.0000, 0.0000, 0.0000
10140327,1500, 2000, 18.4816, 10.0000, 8.9109, 0.0000, 0.0000, 0.0000, 0.0000
10147700,1500, 2000, 18.4666, 10.0000, 8.7748, 0.0000, 0.0000, 0.0000, 0.0000
10154444,1500, 2000, 20.1832, 10.0000, 8.6386, 0.0000, 0.0000, 0.0000, 0.0000
10161181,1500, 2000, 20.2132, 10.0000, 8.5025, 0.0000, 0.0000, 0.0000, 0.0000
10167542,1500, 2000, 21.3949, 10.0000, 8.3664, 0.0000, 0.0000, 0.0000, 0.0000
10173889,1500, 2000, 21.4488, 10.0000, 8.2302, 0.0000, 0.0000, 0.0000, 0.0000
10179858,1500, 2000, 22.8033, 10.0000, 8.0941, 0.0000, 0.0000, 0.0000, 0.0000
10185934,1500, 2000, 22.4055, 10.0000, 7.9580, 0.0000, 0.0000, 0.0000, 0.0000
10191611,1500, 2000, 23.9844, 10.0000, 7.8218, 0.0000, 0.0000, 0.0000, 0.0000
10197414,1500, 2000, 23.4595, 10.0000, 7.6857, 0.0000, 0.0000, 0.0000, 0.0000
10203221,1500, 2000, 24.6757, 10.0000, 7.5496, 0.0000, 0.0000, 0.0000, 0.0000
10208684,1500, 2000, 24.2277, 10.0000, 7.4134, 0.0000, 0.0000, 0.0000, 0.0000
10213888,1500, 2000, 25.6280, 10.0000, 7.2773, 0.0000, 0.0000, 0.0000, 0.0000
10219282,1500, 2000, 25.1823, 10.0000, 7.1412, 0.0000, 0.0000, 0.0000, 0.0000
10224433,1500, 2000, 26.3727, 10.0000, 7.0050, 0.0000, 0.0000, 0.0000, 0.0000
10229734,1500, 2000, 25.6666, 10.0000, 6.8689, 0.0000, 0.0000, 0.0000, 0.0000
10234762,1500, 2000, 27.0809, 10.0000, 6.7327, 0.0000, 0.0000, 0.0000, 0.0000
10239943,1500, 2000, 26.2709, 10.0000, 6.5966, 0.0000, 0.0000, 0.0000, 0.0000
10244883,1500, 2000, 27.5578, 10.0000, 6.4605, 0.0000, 0.0000, 0.0000, 0.0000
10249933,1500, 1990, 26.9576, 10.0000, 6.3243, 0.0000, 0.0000, 0.0000, 0.0000
10254779,1500, 1980, 28.1971, 10.0000, 6.1882, 0.0000, 0.0000, 0.0000, 0.0000
10259754,1500, 1970, 27.2708, 10.0000, 6.0521, 0.0000, 0.0000, 0.0000, 0.0000
10264521,1500, 1959, 28.5579, 10.0000, 5.9159, 0.0000, 0.0000, 0.0000, 0.0000
10269404,1500, 1949, 27.8795, 10.0000, 5.7798, 0.0000, 0.0000, 0.0000, 0.0000
10274066,1500, 1939, 29.1886, 10.0000, 5.6437, 0.0000, 0.0000, 0.0000, 0.0000
10278877,1500, 1929, 28.3085, 10.0000, 5.5075, 0.0000, 0.0000, 0.0000, 0.0000
10283479,1500, 1919, 29.5819, 10.0000, 5.3714, 0.0000, 0.0000, 0.0000, 0.0000
10288259,1500, 1909, 28.4684, 10.0000, 5.2353, 0.0000, 0.0000, 0.0000, 0.0000
10292842,1500, 1899, 29.7175, 10.0000, 5.0991, 0.0000, 0.0000, 0.0000, 0.0000
10297507,1500, 1889, 29.1698, 10.0000, 4.9630, 0.0000, 0.0000, 0.0000, 0.0000
10302023,1500, 1879, 30.1519, 10.0000, 4.8268, 0.0000, 0.0000, 0.0000, 0.0000
10306987,1500, 1869, 29.6592, 10.0000, 4.6907, 0.0000, 0.0000, 0.0000, 0.0000
10311217,1500, 1859, 30.4418, 10.0000, 4.5546, 0.0000, 0.0000, 0.0000, 0.0000
10315764,1500, 1848, 29.2199, 10.0000, 4.4184, 0.0000, 0.0000, 0.0000, 0.0000
10320221,1500, 1838, 30.4350, 10.0000, 4.2823, 0.0000, 0.0000, 0.0000, 0.0000
10324829,1500, 1828, 29.5305, 10.0000, 4.1462, 0.0000, 0.0000, 0.0000, 0.0000
10329281,1500, 1818, 30.5785, 10.0000, 4.0100, 0.0000, 0.0000, 0.0000, 0.0000
10333872,1500, 1808, 29.6398, 10.0000, 3.8739, 0.0000, 0.0000, 0.0000, 0.0000
10338329,1500, 1798, 30.5511, 10.0000, 3.7378, 0.0000, 0.0000, 0.0000, 0.0000
10342934,1500, 1788, 29.5562, 10.0000, 3.6016, 0.0000, 0.0000, 0.0000, 0.0000
10347441,1500, 1778, 30.2054, 10.0000, 3.4655, 0.0000, 0.0000, 0.0000, 0.0000
10352082,1500, 1767, 29.3459, 10.0000, 3.3294, 0.0000, 0.0000, 0.0000, 0.0000
10356581,1500, 1757, 30.2524, 10.0000, 3.1932, 0.0000, 0.0000, 0.0000, 0.0000
10361256,1500, 1747, 29.1199, 10.0000, 3.0571, 0.0000, 0.0000, 0.0000, 0.0000
10365775,1500, 1737, 30.1185, 10.0000, 2.9209, 0.0000, 0.0000, 0.0000, 0.0000
10370470,1500, 1727, 28.9959, 10.0000, 2.7848, 0.0000, 0.0000, 0.0000, 0.0000
10375087,1500, 1717, 29.4857, 10.0000, 2.6487, 0.0000, 0.0000, 0.0000, 0.0000
10379876,1500, 1707, 28.4208, 10.0000, 2.5125, 0.0000, 0.0000, 0.0000, 0.0000
10384517,1500, 1696, 29.3459, 10.0000, 2.3764, 0.0000, 0.0000, 0.0000, 0.0000
10389314,1500, 1686, 28.3557, 10.0000, 2.2403, 0.0000, 0.0000, 0.0000, 0.0000
10394013,1500, 1676, 28.9835, 10.0000, 2.1041, 0.0000, 0.0000, 0.0000, 0.0000
10398809,1500, 1666, 28.3734, 10.0000, 1.9680, 0.0000, 0.0000, 0.0000, 0.0000
10413483,1500, 1656, 28.7449, 10.0000, 1.8319, 0.0000, 0.0000, 0.0000, 0.0000
10413883,1500, 1646, 13.5945, 10.0000, 1.6957, 0.0000, 0.0000, 0.0000, 0.0000
10418507,1500, 1635, 29.2513, 10.0000, 1.5596, 0.0000, 0.0000, 0.0000, 0.0000
10423178,1500, 1625, 28.1388, 10.0000, 1.4235, 0.0000, 0.0000, 0.0000, 0.0000
10428046,1500, 1615, 27.4246, 10.0000, 1.2873, 0.0000, 0.0000, 0.0000, 0.0000
10432952,1500, 1605, 27.6699, 10.0000, 1.1512, 0.0000, 0.0000, 0.0000, 0.0000
10437979,1500, 1595, 27.0432, 10.0000, 1.0150, 0.0000, 0.0000, 0.0000, 0.0000
10442934,1500, 1585, 27.4578, 10.0000, 0.8789, 0.0000, 0.0000, 0.0000, 0.0000
10448106,1500, 1574, 26.3115, 10.0000, 0.7428, 0.0000, 0.0000, 0.0000, 0.0000
10453116,1500, 1564, 27.1674, 10.0000, 0.6066, 0.0000, 0.0000, 0.0000, 0.0000
10458281,1500, 1554, 26.3471, 10.0000, 0.4705, 0.0000, 0.0000, 0.0000, 0.0000
10463351,1500, 1544, 26.8565, 10.0000, 0.3344, 0.0000, 0.0000, 0.0000, 0.0000
10468607,1500, 1534, 25.9059, 10.0000, 0.1982, 0.0000, 0.0000, 0.0000, 0.0000
10473829,1500, 1523, 26.0647, 10.0000, 0.0621, 0.0000, 0.0000, 0.0000, 0.0000
10479152,1500, 1513, 25.5846, 10.0000, -0.0740, 0.0000, 0.0000, 0.0000, 0.0000
10484463,1500, 1503, 25.6231, 10.0000, -0.2102, 0.0000, 0.0000, 0.0000, 0.0000
10489856,1500, 1500, 25.2477, 10.0000, -0.3463, 0.0000, 0.0000, 0.0000, 0.0000
10495195,1500, 1500, 25.4983, 10.0000, -0.4825, 0.0000, 0.0000, 0.0000, 0.0000
10500723,1500, 1500, 24.6221, 10.0000, -0.6186, 0.0000, 0.0000, 0.0000, 0.0000
10506427,1500, 1500, 25.0849, 10.0000, -0.7547, 0.0000, 0.0000, 0.0000, 0.0000
10511850,1500, 1500, 24.4497, 10.0000, -0.8909, 0.0000, 0.0000, 0.0000, 0.0000
10517273,1500, 1500, 24.5865, 10.0000, -1.0270, 0.0000, 0.0000, 0.0000, 0.0000
10522920,1500, 1500, 24.0353, 10.0000, -1.1631, 0.0000, 0.0000, 0.0000, 0.0000
10528541,1500, 1500, 24.2105, 10.0000, -1.2993, 0.0000, 0.0000, 0.0000, 0.0000
10534311,1500, 1500, 23.5937, 10.0000, -1.4354, 0.0000, 0.0000, 0.0000, 0.0000
10540045,1500, 1500, 23.7418, 10.0000, -1.5715, 0.0000, 0.0000, 0.0000, 0.0000
10545936,1500, 1500, 23.1091, 10.0000, -1.7077, 0.0000, 0.0000, 0.0000, 0.0000
10551736,1500, 1500, 23.4636, 10.0000, -1.8438, 0.0000, 0.0000, 0.0000, 0.0000
10557700,1500, 1500, 22.8377, 10.0000, -1.9799, 0.0000, 0.0000, 0.0000, 0.0000
10563630,1500, 1500, 22.9532, 10.0000, -2.1161, 0.0000, 0.0000, 0.0000, 0.0000
10569697,1500, 1500, 22.4461, 10.0000, -2.2522, 0.0000, 0.0000, 0.0000, 0.0000
10575718,1500, 1500, 22.6064, 10.0000, -2.3884, 0.0000, 0.0000, 0.0000, 0.0000
10581885,1500, 1500, 22.0749, 10.0000, -2.5245, 0.0000, 0.0000, 0.0000, 0.0000
10588004,1500, 1500, 22.2517, 10.0000, -2.6606, 0.0000, 0.0000, 0.0000, 0.0000
10594241,1500, 1500, 21.8201, 10.0000, -2.7968, 0.0000, 0.0000, 0.0000, 0.0000
10600540,1500, 1500, 21.6157, 10.0000, -2.9329, 0.0000, 0.0000, 0.0000, 0.0000
10607318,1500, 1500, 21.2115, 10.0000, -3.0690, 0.0000, 0.0000, 0.0000, 0.0000
10613430,1500, 1500, 21.4556, 10.0000, -3.2052, 0.0000, 0.0000, 0.0000, 0.0000
10619877,1500, 1500, 20.7968, 10.0000, -3.3413, 0.0000, 0.0000, 0.0000, 0.0000
10626351,1500, 1500, 20.9633, 10.0000, -3.4774, 0.0000, 0.0000, 0.0000, 0.0000
10633006,1500, 1500, 20.4500, 10.0000, -3.6136, 0.0000, 0.0000, 0.0000, 0.0000
10639651,1500, 1500, 20.4715, 10.0000, -3.7497, 0.0000, 0.0000, 0.0000, 0.0000
10646445,1500, 1500, 20.0347, 10.0000, -3.8859, 0.0000, 0.0000, 0.0000, 0.0000
10653201,1500, 1500, 20.1474, 10.0000, -4.0220, 0.0000, 0.0000, 0.0000, 0.0000
10660196,1500, 1500, 19.4674, 10.0000, -4.1581, 0.0000, 0.0000, 0.0000, 0.0000
10667112,1500, 1500, 19.6842, 10.0000, -4.2943, 0.0000, 0.0000, 0.0000, 0.0000
10674250,1500, 1500, 19.0720, 10.0000, -4.4304, 0.0000, 0.0000, 0.0000, 0.0000
10681362,1500, 1500, 19.1336, 10.0000, -4.5665, 0.0000, 0.0000, 0.0000, 0.0000
10688614,1500, 1500, 18.7747, 10.0000, -4.7027, 0.0000, 0.0000, 0.0000, 0.0000
10695854,1500, 1500, 18.8085, 10.0000, -4.8388, 0.0000, 0.0000, 0.0000, 0.0000
10703661,1500, 1500, 18.2732, 10.0000, -4.9749, 0.0000, 0.0000, 0.0000, 0.0000
10710832,1500, 1500, 18.4017, 10.0000, -5.1111, 0.0000, 0.0000, 0.0000, 0.0000
10718397,1500, 1500, 17.7491, 10.0000, -5.2472, 0.0000, 0.0000, 0.0000, 0.0000
10725983,1500, 1500, 17.9008, 10.0000, -5.3833, 0.0000, 0.0000, 0.0000, 0.0000
10733792,1500, 1500, 17.4198, 10.0000, -5.5195, 0.0000, 0.0000, 0.0000, 0.0000
10741534,1500, 1500, 17.5818, 10.0000, -5.6556, 0.0000, 0.0000, 0.0000, 0.0000
10749559,1500, 1500, 16.9618, 10.0000, -5.7918, 0.0000, 0.0000, 0.0000, 0.0000
10757529,1500, 1500, 17.1369, 10.0000, -5.9279, 0.0000, 0.0000, 0.0000, 0.0000
10765793,1500, 1500, 16.4237, 10.0000, -6.0640, 0.0000, 0.0000, 0.0000, 0.0000
10773980,1500, 1500, 16.6283, 10.0000, -6.2002, 0.0000, 0.0000, 0.0000, 0.0000
10782452,1500, 1500, 16.0670, 10.0000, -6.3363, 0.0000, 0.0000, 0.0000, 0.0000
10790864,1500, 1500, 16.1874, 10.0000, -6.4724, 0.0000, 0.0000, 0.0000, 0.0000
10799683,1500, 1500, 15.4349, 10.0000, -6.6086, 0.0000, 0.0000, 0.0000, 0.0000
10808483,1500, 1500, 15.7273, 10.0000, -6.7447, 0.0000, 0.0000, 0.0000, 0.0000
10817428,1500, 1500, 15.0210, 10.0000, -6.8808, 0.0000, 0.0000, 0.0000, 0.0000
10826388,1500, 1500, 15.1616, 10.0000, -7.0170, 0.0000, 0.0000, 0.0000, 0.0000
10835651,1500, 1500, 14.6904, 10.0000, -7.1531, 0.0000, 0.0000, 0.0000, 0.0000
10844895,1500, 1500, 14.7253, 10.0000, -7.2892, 0.0000, 0.0000, 0.0000, 0.0000
10854546,1500, 1500, 14.1029, 10.0000, -7.4254, 0.0000, 0.0000, 0.0000, 0.0000
10864158,1500, 1500, 14.1646, 10.0000, -7.5615, 0.0000, 0.0000, 0.0000, 0.0000
10874144,1500, 1500, 13.6286, 10.0000, -7.6976, 0.0000, 0.0000, 0.0000, 0.0000
10884032,1500, 1500, 13.7719, 10.0000, -7.8338, 0.0000, 0.0000, 0.0000, 0.0000
10894265,1500, 1500, 13.3010, 10.0000, -7.9699, 0.0000, 0.0000, 0.0000, 0.0000
10904818,1500, 1500, 13.2776, 10.0000, -8.1061, 0.0000, 0.0000, 0.0000, 0.0000
10915410,1500, 1500, 12.6497, 10.0000, -8.2422, 0.0000, 0.0000, 0.0000, 0.0000
10926001,1500, 1500, 12.7218, 10.0000, -8.3783, 0.0000, 0.0000, 0.0000, 0.0000
10937219,1500, 1500, 12.1214, 10.0000, -8.5145, 0.0000, 0.0000, 0.0000, 0.0000
10948321,1500, 1500, 12.2601, 10.0000, -8.6506, 0.0000, 0.0000, 0.0000, 0.0000
10959902,1500, 1500, 11.7520, 10.0000, -8.7867, 0.0000, 0.0000, 0.0000, 0.0000
10971674,1500, 1500, 11.5634, 10.0000, -8.9229, 0.0000, 0.0000, 0.0000, 0.0000
10983939,1500, 1500, 11.1004, 10.0000, -9.0590, 0.0000, 0.0000, 0.0000, 0.0000
10996081,1500, 1500, 11.2120, 10.0000, -9.1951, 0.0000, 0.0000, 0.0000, 0.0000
11009077,1500, 1500, 10.5967, 10.0000, -9.3313, 0.0000, 0.0000, 0.0000, 0.0000
11021676,1500, 1500, 10.6966, 10.0000, -9.4674, 0.0000, 0.0000, 0.0000, 0.0000
11034976,1500, 1500, 10.2219, 10.0000, -9.6035, 0.0000, 0.0000, 0.0000, 0.0000
11048489,1500, 1500, 10.0737, 10.0000, -9.7397, 0.0000, 0.0000, 0.0000, 0.0000
11062772,1500, 1500, 9.5306, 10.0000, -9.8758, 0.0000, 0.0000, 0.0000, 0.0000
11077086,1500, 1500, 9.5107, 10.0000, -10.0119, 0.0000, 0.0000, 0.0000, 0.0000
11092084,1500, 1500, 9.0763, 10.0000, -10.1481, 0.0000, 0.0000, 0.0000, 0.0000
11107279,1500, 1500, 9.0480, 10.0000, -10.2842, 0.0000, 0.0000, 0.0000, 0.0000
11123234,1500, 1500, 8.4667, 10.0000, -10.4204, 0.0000, 0.0000, 0.0000, 0.0000
11139802,1500, 1500, 8.2064, 10.0000, -10.5565, 0.0000, 0.0000, 0.0000, 0.0000
11157261,1500, 1500, 7.7961, 10.0000, -10.6926, 0.0000, 0.0000, 0.0000, 0.0000
11174945,1500, 1500, 7.6974, 10.0000, -10.8288, 0.0000, 0.0000, 0.0000, 0.0000
11193738,1500, 1500, 7.2436, 10.0000, -10.9649, 0.0000, 0.0000, 0.0000, 0.0000
11213230,1500, 1500, 7.0373, 10.0000, -11.1010, 0.0000, 0.0000, 0.0000, 0.0000
11234101,1500, 1500, 6.4857, 10.0000, -11.2372, 0.0000, 0.0000, 0.0000, 0.0000
11256238,1500, 1500, 6.1491, 10.0000, -11.3733, 0.0000, 0.0000, 0.0000, 0.0000
11280293,1500, 1500, 5.6539, 10.0000, -11.5094, 0.0000, 0.0000, 0.0000, 0.0000
11305690,1500, 1500, 5.3907, 10.0000, -11.6456, 0.0000, 0.0000, 0.0000, 0.0000
11333761,1500, 1500, 4.8292, 10.0000, -11.7817, 0.0000, 0.0000, 0.0000, 0.0000
11364246,1500, 1500, 4.4629, 10.0000, -11.9178, 0.0000, 0.0000, 0.0000, 0.0000
11399476,1500, 1500, 3.8633, 10.0000, -12.0540, 0.0000, 0.0000, 0.0000, 0.0000
11443006,1500, 1500, 3.1380, 10.0000, -12.1901, 0.0000, 0.0000, 0.0000, 0.0000
11500625,1500, 1500, 2.3579, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
11603000,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
11702994,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
11803000,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
11903032,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12003050,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12103083,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12203112,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12303122,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12403164,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12503183,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12603220,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12703239,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12803261,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
12903295,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13003311,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13103343,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13203368,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13303387,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13403426,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13503442,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13603468,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13703502,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13803514,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
13903548,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14003569,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14103595,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14203629,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14303643,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14403679,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14503694,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14603733,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14703761,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14803776,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
14903805,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
15003826,1500, 1500, 0.0000, 10.0000, -12.3262, 0.0000, 0.0000, 0.0000, 0.0000
