timestamp_us,axis,angle_from_vertical_deg,confidence,total_lines,vertical_lines,horizontal_lines,outlier_lines,vertical_mean_deg,horizontal_mean_deg,vertical_stddev_deg,horizontal_stddev_deg
1778588232627988,vertical,-1.257789,0.3486,41,15,26,0,-1.257789,-0.970119,1.414887,2.642635
1778588232662483,vertical,0.327526,0.3804,49,21,28,0,0.327526,-1.591002,3.369670,1.750853
1778588232696705,vertical,-0.338414,0.4705,42,22,20,0,-0.338414,-1.770545,3.051409,2.128076
1778588232735303,vertical,-1.031314,0.4300,50,23,27,0,-1.031314,-2.386691,1.954509,2.234250
1778588232768375,vertical,-0.157480,0.4138,39,18,21,0,-0.157480,-2.298893,3.103915,1.483410
1778588232808505,vertical,0.668778,0.3214,44,17,27,0,0.668778,-1.903719,5.047328,1.318809
1778588232844160,vertical,-0.244759,0.3810,45,19,26,0,-0.244759,-1.991955,2.931187,2.188977
1778588232884875,vertical,0.350996,0.4091,52,25,27,0,0.350996,-2.447240,4.474595,2.114851
1778588232922259,vertical,0.412931,0.4160,41,20,21,0,0.412931,-2.165815,4.418550,1.134372
1778588232961256,vertical,0.250152,0.4001,43,20,23,0,0.250152,-2.275739,4.193360,1.351164
1778588233000212,vertical,1.114701,0.4537,42,22,20,0,1.114701,-2.309027,4.016254,3.099070
1778588233036469,vertical,-0.891557,0.3340,39,16,23,0,-0.891557,-1.649675,5.575561,1.418603
1778588233080745,vertical,0.512194,0.4794,47,26,21,0,0.512194,-2.678590,3.999433,1.915879
1778588233122443,vertical,1.156634,0.3946,46,22,24,0,1.156634,-2.087225,5.247083,1.166687
1778588233162257,vertical,-0.365866,0.3560,46,19,27,0,-0.365866,-1.879757,4.139841,3.052083
1778588233195758,vertical,0.486404,0.3962,42,19,23,0,0.486404,-2.059304,3.727907,2.310750
1778588233229324,vertical,-1.015644,0.3608,36,14,22,0,-1.015644,-2.531808,2.164327,1.390749
1778588233272981,vertical,-1.900321,0.4231,45,21,24,0,-1.900321,-2.078999,2.798836,1.038404
1778588233315986,vertical,-0.233085,0.4322,41,19,22,0,-0.233085,-2.154673,2.019349,2.616618
1778588233350417,vertical,-0.275036,0.3134,38,13,25,0,-0.275036,-2.198644,2.517392,1.366022
1778588233386489,vertical,-0.641806,0.5000,45,24,21,0,-0.641806,-1.788769,1.875654,0.791326
1778588233425644,vertical,0.038253,0.4160,46,22,24,0,0.038253,-2.663780,3.903672,1.544265
1778588233461019,vertical,-0.713744,0.4751,44,22,22,0,-0.713744,-2.435146,1.493748,1.323122
1778588233491856,vertical,0.331090,0.4400,39,20,19,0,0.331090,-2.102997,4.257582,3.266853
1778588233538097,vertical,0.669754,0.3768,51,22,29,0,0.669754,-1.733704,3.796359,1.568864
1778588233580253,vertical,-0.821490,0.3832,45,19,26,0,-0.821490,-2.010519,2.773116,2.299619
1778588233616729,vertical,-0.379238,0.4230,50,24,26,0,-0.379238,-2.677577,3.564754,1.578733
1778588233654136,vertical,-0.385791,0.5039,44,24,20,0,-0.385791,-1.930436,2.287700,2.266834
1778588233693930,vertical,-1.477481,0.3700,45,18,27,0,-1.477481,-1.695045,2.246886,1.316088
1778588233732057,vertical,-1.460696,0.3693,39,16,23,0,-1.460696,-2.628110,2.993752,1.572274
1778588233766443,vertical,0.034475,0.4142,42,20,22,0,0.034475,-2.307458,3.904867,1.286853
1778588233807382,vertical,-1.023383,0.3323,47,19,28,0,-1.023383,-1.933716,5.341724,1.072254
1778588233840257,vertical,-0.226187,0.3947,40,18,22,0,-0.226187,-1.899022,3.688022,1.785655
1778588233880674,vertical,-0.426277,0.3801,44,18,26,0,-0.426277,-2.059983,2.127567,1.167311
1778588233915750,vertical,-1.165123,0.4861,41,21,20,0,-1.165123,-2.421892,1.530571,2.145271
1778588233948934,vertical,-0.503363,0.3791,44,18,26,0,-0.503363,-2.097764,2.195929,1.140064
1778588233989056,vertical,-0.095798,0.4038,45,20,25,0,-0.095798,-1.832500,2.745615,1.568342
1778588234030223,vertical,-0.168078,0.4143,42,20,22,0,-0.168078,-2.226185,3.899775,1.217161
1778588234073353,vertical,0.316189,0.4313,53,28,25,0,0.316189,-2.056256,5.505895,1.615895
1778588234109181,vertical,-0.334006,0.4048,46,21,25,0,-0.334006,-1.833850,3.400809,1.966803
1778588234146149,vertical,0.676243,0.4173,51,25,26,0,0.676243,-2.402212,4.463476,2.580351
1778588234183568,vertical,-1.184369,0.3061,44,14,30,0,-1.184369,-1.597278,1.142064,2.977211
1778588234219661,vertical,0.427225,0.4507,44,23,21,0,0.427225,-2.483470,4.133578,1.791516
1778588234255354,vertical,1.153064,0.4013,43,20,23,0,1.153064,-2.441382,4.114969,1.117710
1778588234298033,vertical,0.003581,0.3972,49,22,27,0,0.003581,-1.169087,3.459063,2.284444
1778588234337230,vertical,0.339197,0.4041,50,23,27,0,0.339197,-1.564342,3.647447,1.481941
1778588234373621,vertical,-0.497285,0.3976,38,17,21,0,-0.497285,-1.985411,3.334184,1.262068
1778588234411968,vertical,-0.801353,0.3565,44,18,26,0,-0.801353,-1.506626,3.856493,3.284125
1778588234452857,vertical,-0.234801,0.4024,43,19,24,0,-0.234801,-2.223897,2.682319,1.820692
1778588234489397,vertical,-0.212391,0.4344,44,21,23,0,-0.212391,-2.011155,2.694784,2.515661
1778588234527386,vertical,-0.127118,0.4608,39,20,19,0,-0.127118,-3.026020,3.042158,1.184758
1778588234568461,vertical,0.949812,0.3227,45,17,28,0,0.949812,-1.780594,4.372922,1.896052
1778588234606420,vertical,0.325849,0.4253,42,20,22,0,0.325849,-2.349719,3.204962,1.351481
1778588234646060,vertical,0.206669,0.4378,47,23,24,0,0.206669,-1.290974,3.159786,2.234796
1778588234686047,vertical,-0.979221,0.4017,45,23,22,0,-0.979221,-3.349812,6.421042,2.745191
1778588234725154,vertical,-0.290536,0.3825,44,19,25,0,-0.290536,-2.191396,3.425840,2.154899
1778588234765447,vertical,-1.188504,0.4179,42,19,23,0,-1.188504,-1.953630,2.284052,1.049497
1778588234797701,vertical,0.398963,0.4392,37,18,19,0,0.398963,-2.501373,2.915738,1.261146
1778588234832245,vertical,-1.147849,0.3060,44,15,29,0,-1.147849,-1.558171,3.067671,1.499785
1778588234865638,vertical,-1.014062,0.3299,43,16,27,0,-1.014062,-1.983653,3.402607,2.083309
1778588234901632,vertical,0.725275,0.3730,48,21,27,0,0.725275,-2.503539,4.424875,1.912987
1778588234940469,vertical,0.718850,0.4244,42,21,21,0,0.718850,-2.643326,4.533014,2.327052
1778588234980144,vertical,-0.138072,0.4135,41,19,22,0,-0.138072,-1.836150,3.233872,2.741825
1778588235018044,vertical,0.170316,0.4390,56,27,29,0,0.170316,-2.482674,2.685493,1.563784
1778588235062512,vertical,1.158170,0.4168,51,24,27,0,1.158170,-2.549147,3.427242,1.062560
1778588235096856,vertical,0.484625,0.4234,39,19,20,0,0.484625,-2.600675,3.929041,0.766580
1778588235130578,vertical,-0.619381,0.4411,46,22,24,0,-0.619381,-1.512961,2.331209,1.397077
1778588235167781,vertical,0.212777,0.4385,40,20,20,0,0.212777,-2.405923,3.690595,1.253371
1778588235210934,vertical,1.365022,0.4168,55,27,28,0,1.365022,-0.924142,4.529956,1.447120
1778588235249821,vertical,-0.512863,0.3800,51,21,30,0,-0.512863,-1.331555,2.314906,2.261912
1778588235287638,vertical,0.251811,0.4428,48,24,24,0,0.251811,-2.551191,3.429161,1.595210
1778588235323612,vertical,-0.818347,0.4515,45,22,23,0,-0.818347,-2.693352,2.292369,3.391544
1778588235361070,vertical,-0.243462,0.4297,40,19,21,0,-0.243462,-1.561362,2.860384,2.202771
1778588235403447,vertical,0.312377,0.3499,48,20,28,0,0.312377,-1.991974,4.807771,1.427395
1778588235441665,vertical,0.587258,0.3392,44,18,26,0,0.587258,-2.250787,5.121950,1.773757
1778588235481262,vertical,-0.523652,0.4081,45,20,25,0,-0.523652,-2.064174,2.452570,1.793949
1778588235520548,vertical,0.610320,0.3821,45,20,25,0,0.610320,-1.695766,4.206079,1.531900
1778588235560597,vertical,-0.110128,0.4564,46,23,23,0,-0.110128,-2.323121,2.616627,2.429876
1778588235601663,vertical,-0.974871,0.4342,49,23,26,0,-0.974871,-2.710698,2.248531,1.023687
1778588235643098,vertical,1.668561,0.4061,39,19,20,0,1.668561,-1.964931,4.992242,1.629596
1778588235681323,vertical,0.871606,0.4405,53,27,26,0,0.871606,-2.336607,4.060223,0.958318
1778588235714136,vertical,-0.322659,0.3405,43,16,27,0,-0.322659,-1.704176,2.544259,1.426579
1778588235751473,vertical,-0.487555,0.4084,41,18,23,0,-0.487555,-2.084354,2.090438,1.646516
1778588235786149,vertical,-1.090877,0.4179,43,20,23,0,-1.090877,-2.078402,3.045754,1.989796
1778588235820948,vertical,-1.313762,0.4009,51,23,28,0,-1.313762,-0.906932,3.332276,2.493263
1778588235855165,vertical,0.493757,0.3884,45,20,25,0,0.493757,-2.004039,3.780419,1.722327
1778588235895693,vertical,0.090264,0.3833,50,22,28,0,0.090264,-2.407720,3.863014,1.764367
1778588235933868,vertical,1.423558,0.3922,48,23,25,0,1.423558,-2.252623,5.442362,1.187110
1778588235973117,vertical,0.590833,0.4433,45,23,22,0,0.590833,-2.033306,3.982552,3.021303
1778588236010953,vertical,-0.317430,0.3956,44,19,25,0,-0.317430,-1.973173,2.518774,2.000083
1778588236052823,vertical,0.531515,0.4135,47,23,24,0,0.531515,-1.624309,4.647875,1.294371
1778588236090062,vertical,-0.086156,0.3885,43,19,24,0,-0.086156,-2.730303,3.621348,2.693583
1778588236135091,vertical,-0.430009,0.3500,49,19,30,0,-0.430009,-1.650642,2.923963,1.473197
1778588236167175,vertical,0.107262,0.4228,42,20,22,0,0.107262,-1.849055,3.361432,3.175424
1778588236206945,vertical,-0.605550,0.3957,47,21,26,0,-0.605550,-1.522737,3.433610,2.168899
1778588236244738,vertical,0.746736,0.4177,39,19,20,0,0.746736,-1.825539,4.276811,1.771225
1778588236278290,vertical,0.320777,0.4042,41,19,22,0,0.320777,-2.551872,3.831123,1.961387
1778588236318040,vertical,-0.250173,0.3687,48,20,28,0,-0.250173,-1.813160,3.454633,2.231627
1778588236354192,vertical,-1.003773,0.3688,38,15,23,0,-1.003773,-1.440660,1.974771,3.398747
1778588236392530,vertical,-1.116333,0.3337,45,16,29,0,-1.116333,-1.306616,1.844642,1.432079
1778588236426810,vertical,-1.091138,0.4111,48,21,27,0,-1.091138,-1.507436,1.811376,1.655257
1778588236462481,vertical,-0.830197,0.3564,36,14,22,0,-0.830197,-2.571481,2.507733,2.089892
1778588236501383,vertical,0.864689,0.4120,46,22,24,0,0.864689,-0.846330,4.153458,2.599844
1778588236536581,vertical,0.312169,0.4127,48,23,25,0,0.312169,-1.594377,4.161486,1.611097
1778588236576155,vertical,-0.335824,0.4425,52,25,27,0,-0.335824,-2.547939,2.387700,2.538431
1778588236609239,vertical,0.195834,0.4565,47,24,23,0,0.195834,-2.733362,3.182636,2.658906
1778588236648494,vertical,0.635897,0.3702,49,21,28,0,0.635897,-1.241918,4.082515,2.434702
1778588236685663,vertical,-0.303457,0.3795,52,21,31,0,-0.303457,-1.603490,1.812137,1.462593
1778588236722498,vertical,1.570245,0.3681,54,24,30,0,1.570245,-1.785004,5.152103,1.507313
1778588236761457,vertical,0.279647,0.4746,48,26,22,0,0.279647,-1.257613,3.713564,1.482203
1778588236794650,vertical,1.770167,0.4272,44,23,21,0,1.770167,-2.123693,5.483599,2.433073
1778588236836363,vertical,0.386219,0.3988,56,26,30,0,0.386219,-1.711668,4.234354,1.931188
1778588236874934,vertical,-0.206864,0.3906,48,21,27,0,-0.206864,-1.368285,3.217783,2.814214
1778588236909584,vertical,0.738905,0.4577,43,23,20,0,0.738905,-2.058211,4.329973,1.219378
1778588236948090,vertical,-0.435349,0.4450,44,22,22,0,-0.435349,-1.588959,3.301749,1.446852
1778588236981521,vertical,-0.387617,0.4600,44,22,22,0,-0.387617,-1.776762,2.400088,2.900872
1778588237018176,vertical,-0.874904,0.3666,40,16,24,0,-0.874904,-2.417992,2.503067,1.229664
1778588237058634,vertical,-0.827519,0.3968,44,19,25,0,-0.827519,-2.731593,2.433927,3.157514
1778588237094914,vertical,-1.069939,0.4323,39,18,21,0,-1.069939,-1.818341,1.898089,1.596966
1778588237137164,vertical,-0.258120,0.3879,44,19,25,0,-0.258120,-2.223343,3.054603,1.733448
1778588237168825,vertical,0.835713,0.3868,42,19,23,0,0.835713,-1.910117,4.351994,1.570869
1778588237205668,vertical,-0.317493,0.3970,40,17,23,0,-0.317493,-1.934546,1.976547,2.381648
1778588237240032,vertical,-0.434966,0.3582,46,18,28,0,-0.434966,-2.451286,2.541457,2.980302
1778588237279177,vertical,-1.273549,0.4824,49,27,22,0,-1.273549,-1.549217,3.734111,3.075609
1778588237316644,vertical,-1.978445,0.3439,41,17,24,0,-1.978445,-2.039084,5.116139,1.219087
1778588237347436,vertical,-0.551594,0.4034,35,15,20,0,-0.551594,-3.084457,1.759563,1.116105
1778588237390487,vertical,1.200488,0.4093,44,22,22,0,1.200488,-2.383429,5.440533,1.838052
1778588237432491,vertical,0.003155,0.4288,56,29,27,0,0.003155,-2.169368,5.158184,1.285032
1778588237469365,vertical,1.073333,0.4484,47,25,22,0,1.073333,-2.416201,4.710767,1.087442
1778588237509525,vertical,1.641533,0.4470,48,25,23,0,1.641533,-2.322052,4.253304,1.170517
1778588237550516,vertical,-1.036286,0.5151,49,27,22,0,-1.036286,-1.935909,1.953918,0.929913
1778588237589254,vertical,0.806888,0.3713,45,20,25,0,0.806888,-1.330112,4.936598,2.126756
1778588237629225,vertical,0.332619,0.4207,48,23,25,0,0.332619,-2.057857,3.659568,1.043111
1778588237664288,vertical,-1.626764,0.4325,49,24,25,0,-1.626764,-1.777945,3.506595,1.352336
1778588237703381,vertical,0.509486,0.3953,45,21,24,0,0.509486,-2.398178,4.590919,2.426905
1778588237742756,vertical,0.061555,0.3970,49,21,28,0,0.061555,-2.263514,2.212166,1.265572
1778588237780481,vertical,-0.600863,0.3320,43,16,27,0,-0.600863,-2.137119,3.234559,2.211367
1778588237816878,vertical,0.946051,0.4434,45,23,22,0,0.946051,-1.613856,3.972450,2.304082
1778588237857492,vertical,-0.940616,0.4149,46,20,26,0,-0.940616,-2.063548,1.373664,1.838001
1778588237896024,vertical,0.701905,0.3817,45,20,25,0,0.701905,-1.663731,4.232843,1.118596
1778588237937683,vertical,0.528423,0.4236,50,24,26,0,0.528423,-2.715528,3.525609,2.749167
1778588237976780,vertical,1.132103,0.4102,45,22,23,0,1.132103,-3.014236,4.830601,2.235130
1778588238013802,vertical,0.065420,0.4239,43,21,22,0,0.065420,-1.781216,3.958051,2.179010
1778588238051065,vertical,0.360352,0.4024,48,23,25,0,0.360352,-1.707781,4.807592,1.459099
1778588238090114,vertical,-0.528967,0.3975,46,22,24,0,-0.528967,-1.534633,5.066256,1.466062
1778588238130936,vertical,0.448737,0.4265,48,23,25,0,0.448737,-1.983184,3.296313,1.950912
1778588238164538,vertical,-0.359374,0.3923,42,21,21,0,-0.359374,-1.664106,6.460738,2.220272
1778588238202532,vertical,0.836873,0.4494,43,23,20,0,0.836873,-1.331570,4.796570,1.974734
1778588238240869,vertical,-1.207713,0.3589,41,17,24,0,-1.207713,-1.848522,4.035987,1.850323
1778588238281991,vertical,0.460523,0.4079,47,23,24,0,0.460523,-1.802247,4.991769,1.817034
1778588238319020,vertical,-0.781510,0.3374,45,16,29,0,-0.781510,-2.271374,1.533044,2.006176
1778588238360277,vertical,-0.632067,0.3765,46,19,27,0,-0.632067,-2.019082,2.654360,1.619007
1778588238398720,vertical,0.577586,0.4248,49,24,25,0,0.577586,-1.728306,3.981273,2.415251
1778588238439520,vertical,0.078985,0.4615,50,26,24,0,0.078985,-2.280115,3.374039,1.948416
1778588238475131,vertical,-1.335315,0.3934,33,14,19,0,-1.335315,-2.857553,2.179424,3.158527
1778588238519009,vertical,0.845561,0.3567,53,22,31,0,0.845561,-2.848180,4.219985,2.057698
1778588238565368,vertical,1.665629,0.4310,53,28,25,0,1.665629,-2.331848,5.524624,1.710413
1778588238604298,vertical,-0.507697,0.3983,43,18,25,0,-0.507697,-1.773097,1.457294,1.303838
1778588238637279,vertical,0.544842,0.3995,43,20,23,0,0.544842,-1.616871,4.231824,1.666623
1778588238676556,vertical,-0.028923,0.3243,48,18,30,0,-0.028923,-2.126454,4.059883,2.741143
1778588238711329,vertical,-0.823903,0.4716,37,19,18,0,-0.823903,-2.840508,2.449385,2.966725
1778588238756593,vertical,-0.055521,0.4257,50,23,27,0,-0.055521,-2.183766,2.234796,3.177540
1778588238794276,vertical,-0.496336,0.4494,43,23,20,0,-0.496336,-2.040885,4.792519,1.171240
1778588238835175,vertical,1.222048,0.3841,47,22,25,0,1.222048,-1.239444,5.382925,1.689446
1778588238871876,vertical,-0.377966,0.4151,47,22,25,0,-0.377966,-2.309161,3.398805,1.310845
1778588238913782,vertical,0.548085,0.3688,56,24,32,0,0.548085,-1.705024,4.186903,1.078705
1778588238951186,vertical,0.819657,0.4248,47,23,24,0,0.819657,-1.917823,3.956537,2.156172
1778588238987674,vertical,0.266010,0.3927,43,19,24,0,0.266010,-2.432729,3.338573,1.406293
1778588239026494,vertical,-0.387917,0.4289,41,19,22,0,-0.387917,-2.395817,2.232537,1.582964
1778588239066177,vertical,0.348662,0.3701,46,20,26,0,0.348662,-1.687843,4.462798,1.602528
1778588239104670,vertical,-0.054083,0.4177,46,21,25,0,-0.054083,-2.414909,2.548856,1.571909
1778588239142134,vertical,-0.919708,0.3227,43,18,25,0,-0.919708,-1.812983,6.870551,1.712937
1778588239181841,vertical,-0.157995,0.3537,43,17,26,0,-0.157995,-2.762805,3.162388,2.400088
1778588239224259,vertical,0.287889,0.4091,51,24,27,0,0.287889,-1.763454,3.922911,2.109108
1778588239258854,vertical,1.010165,0.4310,43,21,22,0,1.010165,-1.762907,3.523656,2.156429
1778588239298328,vertical,0.437023,0.4708,44,23,21,0,0.437023,-1.641811,2.978531,1.173056
1778588239333951,vertical,0.754808,0.3738,51,23,28,0,0.754808,-1.360571,5.134896,1.438991
1778588239371233,vertical,-1.078306,0.3797,48,21,27,0,-1.078306,-2.000486,3.962371,1.301879
1778588239406408,vertical,-0.369065,0.5287,49,28,21,0,-0.369065,-1.520029,2.242338,1.222159
1778588239441118,vertical,-0.269033,0.3525,42,17,25,0,-0.269033,-2.292073,3.870911,1.216469
1778588239484242,vertical,-0.082133,0.3889,47,21,26,0,-0.082133,-2.334923,3.890083,1.426748
1778588239523154,vertical,-0.264222,0.4180,48,22,26,0,-0.264222,-2.067598,2.636938,1.397518
1778588239561560,vertical,-0.122892,0.4587,43,22,21,0,-0.122892,-1.788858,3.103481,3.134711
1778588239595577,vertical,0.040625,0.2905,40,13,27,0,0.040625,-1.908035,3.183749,1.596563
1778588239629754,vertical,0.113685,0.4279,43,21,22,0,0.113685,-2.491386,3.712127,2.093637
1778588239671580,vertical,-0.600934,0.3775,45,19,26,0,-0.600934,-2.237153,3.180753,1.569165
1778588239709051,vertical,1.609394,0.4000,46,22,24,0,1.609394,-1.958728,4.907594,1.858739
1778588239747061,vertical,-0.551815,0.3577,43,18,25,0,-0.551815,-2.380276,4.365744,1.526551
1778588239787853,vertical,-1.443723,0.3759,46,19,27,0,-1.443723,-3.165009,2.699333,2.941780
1778588239823620,vertical,-0.195804,0.3640,41,17,24,0,-0.195804,-1.687997,3.667120,1.803760
1778588239865317,vertical,-0.894255,0.4294,43,20,23,0,-0.894255,-2.639438,2.303360,1.627512
1778588239903676,vertical,-0.917981,0.3289,45,16,29,0,-0.917981,-1.191928,2.246388,1.594815
1778588239943678,vertical,-0.059534,0.3434,46,18,28,0,-0.059534,-1.503016,3.675625,1.694523
1778588239979656,vertical,-0.089331,0.3509,40,17,23,0,-0.089331,-2.174819,5.229594,3.012510
1778588240014743,vertical,-0.882232,0.3464,45,17,28,0,-0.882232,-1.542160,2.489862,1.298753
1778588240047909,vertical,-1.221662,0.3787,42,17,25,0,-1.221662,-2.542458,1.930769,2.779517
1778588240089253,vertical,-1.156839,0.3611,49,19,30,0,-1.156839,-1.613775,2.063553,1.938242
1778588240126538,vertical,1.086528,0.3612,46,20,26,0,1.086528,-1.562769,5.075848,1.215135
1778588240165772,vertical,-0.329535,0.4192,53,24,29,0,-0.329535,-1.969321,2.227218,2.549560
1778588240198932,vertical,-0.216028,0.4330,42,20,22,0,-0.216028,-1.556932,2.719618,1.640616
1778588240236004,vertical,-1.131495,0.3340,48,17,31,0,-1.131495,-1.797052,1.707038,1.968098
1778588240275434,vertical,-0.398268,0.4025,47,21,26,0,-0.398268,-1.843151,2.971729,2.023459
1778588240319698,vertical,-0.568857,0.4658,53,26,27,0,-0.568857,-2.078020,1.513863,1.720541
1778588240355087,vertical,-1.116734,0.3859,44,18,26,0,-1.116734,-2.345336,1.699122,1.111852
1778588240391125,vertical,0.779759,0.4269,45,22,23,0,0.779759,-2.363274,3.804499,2.402971
1778588240424977,vertical,-0.112688,0.3803,38,16,22,0,-0.112688,-1.480079,2.903901,1.063191
1778588240470367,vertical,-0.138911,0.4227,46,21,25,0,-0.138911,-2.598708,2.221019,2.051671
1778588240509678,vertical,-1.009234,0.3433,45,19,26,0,-1.009234,-2.119724,5.604224,1.370143
1778588240549878,vertical,0.827727,0.3847,47,21,26,0,0.827727,-2.239884,4.171020,1.255741
1778588240587512,vertical,0.384287,0.3706,45,19,26,0,0.384287,-1.905431,3.669420,1.633855
1778588240626887,vertical,-0.380686,0.3363,43,16,27,0,-0.380686,-2.317340,2.886452,1.463582
1778588240674705,vertical,0.125619,0.3740,52,22,30,0,0.125619,-1.658153,3.483362,1.492070
1778588240708772,vertical,0.036358,0.4034,42,19,23,0,0.036358,-2.189206,3.248124,1.538302
1778588240743999,vertical,-0.700929,0.3361,42,16,26,0,-0.700929,-1.994790,3.529844,2.017103
1778588240777895,vertical,-0.820011,0.3405,42,16,26,0,-0.820011,-1.861974,3.188323,2.094811
1778588240811544,vertical,-1.986471,0.4846,38,20,18,0,-1.986471,-2.491497,2.376767,0.998381
1778588240847884,vertical,0.544733,0.4045,45,21,24,0,0.544733,-2.230716,3.994948,0.967183
1778588240883102,vertical,0.376141,0.3750,44,20,24,0,0.376141,-2.246343,5.248419,1.214177
1778588240921970,vertical,-0.787616,0.3325,39,14,25,0,-0.787616,-2.222505,2.211333,1.714606
1778588240954248,vertical,-0.881723,0.2963,34,11,23,0,-0.881723,-2.375909,2.527977,2.465625
1778588240994777,vertical,0.246600,0.4433,41,21,20,0,0.246600,-1.658929,4.037054,1.711412
1778588241034107,vertical,-0.582836,0.4191,44,20,24,0,-0.582836,-1.785200,2.342592,2.483130
1778588241073407,vertical,0.404696,0.4953,50,27,23,0,0.404696,-1.286330,2.483649,1.702055
1778588241113213,vertical,-0.157835,0.4305,48,25,23,0,-0.157835,-1.596095,5.201644,1.629644
1778588241151688,vertical,-0.146457,0.4269,46,22,24,0,-0.146457,-1.947262,3.222342,1.118887
1778588241190377,vertical,-1.018142,0.3966,37,16,21,0,-1.018142,-1.739189,2.483756,2.419927
1778588241228971,vertical,-0.964395,0.4330,41,20,21,0,-0.964395,-2.569573,3.368268,1.510237
1778588241270251,vertical,-0.164569,0.4057,40,18,22,0,-0.164569,-1.992347,2.956113,1.310628
1778588241307388,vertical,-0.512073,0.4004,43,19,24,0,-0.512073,-3.255275,2.815460,1.410999
1778588241345210,vertical,-0.903478,0.3999,46,20,26,0,-0.903478,-1.371843,2.408612,1.688967
1778588241384046,vertical,-0.824796,0.4168,38,17,21,0,-0.824796,-2.330827,2.050227,1.667487
1778588241420214,vertical,0.971956,0.4050,47,22,25,0,0.971956,-2.358724,4.041714,1.247581
1778588241461175,vertical,-1.084694,0.3815,42,17,25,0,-1.084694,-2.852989,1.722048,1.812894
1778588241497363,vertical,-1.030802,0.4165,42,19,23,0,-1.030802,-2.687437,2.379451,1.579243
1778588241540461,vertical,0.193477,0.4000,49,22,27,0,0.193477,-1.164772,3.275705,2.100488
1778588241573305,vertical,-0.436780,0.3999,42,19,23,0,-0.436780,-2.386518,3.478095,2.225606
1778588241615225,vertical,-0.756766,0.3833,42,18,24,0,-0.756766,-2.284475,3.166344,1.478240
1778588241651965,vertical,-1.081131,0.4311,45,22,23,0,-1.081131,-1.949102,3.546944,1.705970
1778588241687427,vertical,-0.484104,0.4071,44,20,24,0,-0.484104,-2.426665,3.130740,1.045535
1778588241723666,vertical,-0.169991,0.3661,45,19,26,0,-0.169991,-2.584595,3.985657,1.599975
1778588241761636,vertical,1.378563,0.4139,47,23,24,0,1.378563,-2.498086,4.628912,2.369355
1778588241792862,vertical,0.241336,0.4448,36,18,18,0,0.241336,-1.373407,3.314480,2.054278
1778588241830158,vertical,-1.349893,0.3914,45,19,26,0,-1.349893,-2.694235,2.188773,2.774636
1778588241868465,vertical,-0.623808,0.4103,49,26,23,0,-0.623808,-1.895824,6.803854,1.425352
1778588241902043,vertical,-0.161081,0.3930,39,17,22,0,-0.161081,-1.886462,2.952402,1.675269
1778588241940485,vertical,-1.234761,0.2838,42,13,29,0,-1.234761,-2.257689,2.496175,1.814308
1778588241984552,vertical,-0.108964,0.4323,48,23,25,0,-0.108964,-2.325908,2.935644,1.262208
1778588242022483,vertical,0.981404,0.4555,49,26,23,0,0.981404,-3.412194,4.248357,2.980812
1778588242058434,vertical,-0.695675,0.4556,40,21,19,0,-0.695675,-2.336276,3.968059,1.172257
1778588242102643,vertical,0.009534,0.3548,46,19,27,0,0.009534,-1.669066,4.230584,1.671540
1778588242140613,vertical,0.559554,0.4287,44,21,23,0,0.559554,-2.150974,3.053617,2.339379
1778588242178211,vertical,-0.380621,0.4559,39,20,19,0,-0.380621,-1.450168,3.327162,1.777500
1778588242223842,vertical,0.668802,0.4475,55,28,27,0,0.668802,-2.156903,3.631135,1.759921
1778588242259205,vertical,-0.784109,0.4246,47,22,25,0,-0.784109,-2.479580,2.786343,2.953286
1778588242299813,vertical,-0.949745,0.4052,45,19,26,0,-0.949745,-2.159753,1.210531,1.336756
1778588242337314,vertical,-0.221743,0.4726,40,21,19,0,-0.221743,-2.239578,2.994359,2.707168
1778588242380873,vertical,-0.221311,0.4147,52,24,28,0,-0.221311,-2.434032,3.044432,2.207782
1778588242414528,vertical,-0.165490,0.3649,35,15,20,0,-0.165490,-1.418445,4.455263,1.876149
1778588242452293,vertical,-1.280501,0.4332,43,21,22,0,-1.280501,-1.789571,3.390485,1.729032
1778588242489172,vertical,0.483487,0.4278,46,23,23,0,0.483487,-2.334743,4.334083,1.674688
1778588242527967,vertical,-0.620346,0.3521,47,20,27,0,-0.620346,-1.727678,5.174228,1.608718
1778588242565514,vertical,-1.250052,0.3681,46,20,26,0,-1.250052,-2.844100,4.599213,2.383038
1778588242604447,vertical,0.110983,0.4375,48,24,24,0,0.110983,-3.612928,3.749344,2.801449
1778588242641321,vertical,-0.132020,0.4568,48,24,24,0,-0.132020,-1.991470,2.594286,1.315674
1778588242674627,vertical,-1.425476,0.3471,38,14,24,0,-1.425476,-2.038704,1.737483,1.366700
1778588242713561,vertical,0.034652,0.4076,39,18,21,0,0.034652,-2.560429,3.505325,1.724386
1778588242753945,vertical,-0.456330,0.3745,44,18,26,0,-0.456330,-1.946769,2.539981,2.526382
1778588242785804,vertical,-0.614811,0.3916,39,17,22,0,-0.614811,-2.277156,3.051638,0.897414
1778588242834375,vertical,1.294439,0.4666,57,31,26,0,1.294439,-2.296227,4.260012,2.615513
1778588242872050,vertical,-0.081339,0.3960,52,23,29,0,-0.081339,-2.226273,3.144107,2.518565
1778588242906966,vertical,-0.108389,0.3540,40,17,23,0,-0.108389,-1.949296,5.013388,1.966650
